methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr3.168223745	0.000299875036773388	0.000426194006907869	8.79085443831654e-05	0.748085882541007	0.5085590589081	0.275503813815868	1.02842243582205	0.0145234573142227	-0.00833064753122324	-0.0382958598341288	0.049910483634868	0.0204652072358087	-0.00140565470972223	18	0	81	0	81	0	0.314202788607785	.	chr3	168223745	.	.	.	18	0.276417847605261	0.19719875118627	0.284343509857348	0.999952590254861	0.932178118176088
chr3.46645994	0.000124276322287521	0.000517839711441416	0.000124828446079441	0.134531114524954	0.443477560215555	-0.239027269278349	0.18387404981451	-0.00271255506957888	0.00930902688040054	-0.00798889090842827	-0.00596394399011243	-0.0223906296604436	-0.00271665616420447	7	0	92	31	61	0	0.78794719748734	.	chr3	46645994	.	AC104304.2,RF00591	HAVANA,ENSEMBL	7	0.201715101691709	0.211829032389239	0.319587961376271	0.986209769766236	0.917979962805254
chr3.38039797	6.04299874200152e-06	1.02432772378937e-06	1.92030980471271e-06	0.486417655148916	0.0648845662557456	0.169460093642656	0.0914490495956908	0.0038721889157098	-0.00698244069681315	-0.00403393680292128	-0.00971601123967422	-0.0143258340335809	0.000439902098435225	0	54	43	0	97	2	0.532467532467543	.	chr3	38039797	DLEC1	DLEC1	HAVANA	2	0.0546005854412406	0.0127631026619066	0.0752262792452155	0.999776031599403	0.691634136203682
chr3.183099626	1.44527940503491e-05	2.58154096448454e-06	1.94657099900638e-05	0.0972906086599212	0.0210683832080598	0.183214239386754	0.154975592193931	0.00577216302754678	-0.0077488338239516	-0.00672061104030167	-0.0176747176655761	-0.0217522635188327	0.00135272160580875	1	66	22	0	88	10	0.559906925602693	.	chr3	183099626	MCCC1	MCCC1	HAVANA	11	0.0799419183873492	0.0199156621488723	0.184199796278849	0.980063439510401	0.548444498091841
chr3.12544870	0.000551160227708207	0.00134754288572607	0.000160508340240177	0.837469254553791	0.871071794980321	-0.068660394857299	0.955290855118408	0.00999486748793039	0.00380575446977466	-0.0367552924023637	0.0149397638816866	-0.00997502019390725	-0.000999310833851282	10	0	89	1	88	0	0.374586907255893	.	chr3	12544870	MKRN2OS	MKRN2OS	HAVANA	10	0.333380672098905	0.290425162543012	0.342738712149234	0.999952590254861	0.986481617601042
chr3.128426142	0.0003480437283642	0.00164340485270577	0.000179319874286157	0.312963943412487	0.955979477212919	0.382007665942097	0.768466038543341	0.0102518198892462	-0.0145748250847552	-0.0294358921066687	-0.00439700695279991	-0.0105921183621006	-0.0032895763198516	19	0	80	11	69	0	0.160859265678473	.	chr3	128426142	.	.	.	19	0.289969077992127	0.310268290850934	0.352108423855484	0.997174858538169	0.995589762465847
chr3.23865780	0.000453929988716784	0.000921927611906952	0.000129950243098498	0.859629789420843	0.727812818560285	-0.51079846271842	-0.462889131501058	-0.0114256165474994	0.020239760173261	0.0173734468968603	0.00969510303914648	-0.00824016278861008	0.00041214207540297	1	0	98	6	92	0	0.292929292929288	.	chr3	23865780	UBE2E1	UBE2E1	HAVANA	1	0.31616156422512	0.254232265586755	0.321100791914333	0.999952590254861	0.968819774489293
chr3.55530943	0.000579667589698019	0.00165986553145489	0.000223216665005213	0.478232514332479	0.803428053961578	-0.311956622935044	0.00106921990610972	-0.00449389709502763	0.0118852013839721	-0.000525362289043179	-0.00526512481195278	-0.0101503650182816	-0.00106248046128167	13	0	84	35	49	2	0.688491676830894	.	chr3	55530943	ERC2	ERC2	HAVANA	15	0.33850625964628	0.311448842479114	0.374544234284699	0.999648588187554	0.978255500288107
chr3.13042141	8.92769900824269e-06	5.3103576031985e-05	8.93514046707507e-06	0.133153821499057	0.528469151937363	0.205258652214734	0.714794111803914	0.00831410364000906	-0.00828872683388625	-0.0282449433568443	-0.0212922000607051	-0.0331780059750408	-0.00425981601437616	13	0	86	13	73	0	0.610641801841851	.	chr3	13042141	IQSEC1	IQSEC1	HAVANA	13	0.0672740743922093	0.088118337885979	0.134667769253876	0.986002950521822	0.936129879107013
chr3.128378938	0.000478027417091566	0.00119437756741152	0.000134765667764338	0.980041500176389	0.90011739146314	-0.437777337343003	-0.736743355531467	-0.0143642017638817	0.0168622204769274	0.0276595657924094	0.000521438968547082	-0.0117386625485182	-7.50452449768735e-05	0	0	97	0	97	2	0.532467532467543	.	chr3	128378938	EEFSEC	EEFSEC	HAVANA	2	0.320345271067326	0.277112308346688	0.324945911053832	0.999952590254861	0.989891456644786
chr3.197505477	0.000169335519863104	0.000676939582976312	7.05197784773569e-05	0.397577977726644	0.918469570775047	0.63650112073518	0.446327681522372	0.0103004306361068	-0.024682205809768	-0.0164834092814712	0.00590123763266812	0.0108638345868727	-0.00218712519522565	17	0	82	19	63	0	0.630122448696589	.	chr3	197505477	LINC02012	LINC02012,BDH1	HAVANA,HAVANA	17	0.225858903849035	0.231976961213963	0.272578807844912	0.999002119331256	0.991786937527448
chr3.12798836	0.00046523180212572	0.000880018777430308	0.000139831385709082	0.738657168079911	0.655399401738575	-0.419179997351718	0.439913234195196	0.00232172317836732	0.0165424838004734	-0.0180308643616033	-0.00206628283403371	-0.0302484947036997	0.00123157536307664	3	0	96	0	96	0	0.999999999999975	.	chr3	12798836	CAND2	CAND2	HAVANA	3	0.317735749161025	0.250282241132143	0.328878592223603	0.999952590254861	0.958381172907251
chr3.19148789	0.000107267877949202	6.64644409422257e-05	6.75470862279833e-05	0.228369935328207	0.116949046466448	-0.13208742761599	-0.0464983215976338	-0.00150308790679212	0.00549800998144289	0.0017654058939506	0.00912393343454112	0.000281315582145434	0.000660743516064194	0	67	25	0	92	7	0.217673843265701	.	chr3	19148789	KCNH8	KCNH8	HAVANA	7	0.188832158661979	0.0977578215696396	0.267019923703099	0.994514566974755	0.765624583570974
chr3.169863564	1.51040967211302e-05	8.91679283736531e-06	3.98565083808964e-05	0.0481433465247164	0.0317117100362672	0.0312734097689456	-0.07887025532697	8.73339284597902e-06	-0.000912831558622905	0.00345391773210221	0.00929297730098083	0.0113274826077698	0.000931743660990809	2	74	17	0	91	6	0.0247205527873524	.	chr3	169863564	LRRC31	LRRC31	HAVANA	8	0.0799419183873492	0.0380858919374731	0.224710471010367	0.959350966076882	0.597877519928494
chr4.72932609	0.000175866709322961	2.79550450769814e-05	9.44418413777288e-05	0.286355510551033	0.0424312911915073	-0.395149224012653	0.217571334651516	-0.00258918305668613	0.0136103488499038	-0.00915212021128987	-0.0568985685305883	-0.0221677490479811	-0.00245707539196045	15	0	84	16	68	0	0.496702352785473	.	chr4	72932609	.	.	.	15	0.228617407440383	0.0640828167639226	0.287598667670931	0.996567763705048	0.635900824884534
chr4.1311528	3.45393198579122e-05	2.12509279930158e-05	1.53002820994111e-05	0.340377061516379	0.157292640265034	-0.706063501181524	-0.57472498485976	-0.0118083918846902	0.0261034764980476	0.0196595286055684	-0.0312499399274813	-0.0553072283563707	0.00263503245714946	11	0	86	9	77	2	0.610641801841851	.	chr4	1311528	MAEA	MAEA	HAVANA	13	0.114974893465397	0.0555575950275659	0.173519233059179	0.998144169175686	0.801420625936682
chr4.723155	1.73691917839178e-06	8.30646417973305e-05	1.60678344397798e-05	0.0153578401355036	0.484401276579704	0.0354233464066067	0.344861699221067	0.00116109444459068	-0.0010644119739556	-0.0135279850141654	0.00501180429558485	-0.013277626397539	-0.00360815092869984	14	0	85	45	40	0	0.195548369888978	.	chr4	723155	PCGF3,AC107464.2	PCGF3,AC107464.2	HAVANA,HAVANA	14	0.0320926653402284	0.108767483156118	0.17551723142345	0.908165748303364	0.92731068752697
chr4.186069049	0.000234275002630572	0.000554256313823673	6.69709629977311e-05	0.770926216713502	0.795868835746862	0.00378735406136103	-0.271906558381582	-0.00226068793563757	-0.000537896301216722	0.0104349086391663	-0.00734486482384994	-0.00323617040104581	0.000350462845014489	3	46	50	0	96	0	0.288162500239078	.	chr4	186069049	.	TLR3	HAVANA	3	0.253338172685755	0.216236624652433	0.26667735640517	0.999952590254861	0.977386996646692
chr4.3766858	5.21698840841797e-06	0.000122286711297818	1.6377140645402e-05	0.0400216557387899	0.657442221966085	0.540492186453375	0.532049489406394	0.0182318326856553	-0.0213499519475881	-0.021183959674596	-0.0105569487596428	-0.0225431105312884	0.00492897726782802	1	14	81	0	95	3	0.102224644934517	.	chr4	3766858	ADRA2C	LINC02600,ADRA2C	HAVANA,HAVANA	4	0.0494916796992568	0.12580426540921	0.17551723142345	0.953244211545713	0.958700767049962
chr4.80185369	0.000466918300401415	0.000421123653919762	0.000161319897620339	0.557383977563004	0.294653114250398	-0.0498630380432175	-0.130984342099438	-0.00187656967574078	0.00168815665665366	0.00516043231695089	-0.00475785773738049	0.00394141318743357	0.000343121952535059	0	59	32	0	91	8	0.654354863185828	.	chr4	80185369	AC021127.1,PRDM8	AC021127.1,PRDM8	HAVANA,HAVANA	8	0.317735749161025	0.19627745562002	0.342738712149234	0.999952590254861	0.873322478883378
chr4.7193717	0.000195109173036336	0.000325800545302564	6.94572543550514e-05	0.499162433787622	0.481328137522105	0.373474963951525	0.668709230854306	0.0149223399041277	-0.0151981342066265	-0.0252158407108308	-0.0254422926941721	0.00284328278559328	0.00189109254011428	10	10	77	0	87	2	0.999999999999965	.	chr4	7193717	SORCS2	SORCS2	HAVANA	12	0.2364835277127	0.18093699193902	0.271947145597239	0.999926760547594	0.926532704615372
chr4.7193712	3.86747099909044e-05	0.00131146193470536	0.000218373179116535	0.0221453466449359	0.655336159851094	0.331776717175161	0.461129842931876	0.0146971413176163	-0.0126143721772324	-0.0180599627322701	0.00196812010132807	-0.0156917458979251	0.00475023767742113	11	17	71	0	88	0	0.920810185079247	.	chr4	7193712	SORCS2	SORCS2	HAVANA	11	0.120328324947999	0.287241779924526	0.370588299333479	0.928418651271404	0.958381172907251
chr4.1312107	0.000359395323537897	0.000903778223157618	0.000151276582728007	0.400828588464987	0.627744085884409	0.112468556153857	0.311435040094259	0.00429077391828777	-0.00475538920922661	-0.0123142486725437	-0.011759695598919	-0.00866407952701906	-0.00111237880019536	2	0	97	37	60	0	0.747680890538036	.	chr4	1312107	MAEA	MAEA	HAVANA	2	0.294304851185865	0.252240790027453	0.337536234416777	0.999086151978546	0.95372918597992
chr4.8601481	0.000426063593640428	0.000867650858740328	0.000214387156431934	0.325671712273819	0.45957158840021	0.344338930191175	-0.0159032490263517	0.00215012710888748	-0.0132887944622355	3.27383119186678e-05	0.00326756390573632	-0.0165571764179198	-0.00165615399330595	19	0	80	37	43	0	0.731664288227726	.	chr4	8601481	GPR78,CPZ	GPR78,CPZ	HAVANA,HAVANA	19	0.309855137771777	0.24926049852064	0.368335967400524	0.99778549092154	0.921589683248299
chr4.139436456	0.000225864389524181	0.000344111849923811	0.000115604341066815	0.303865502770051	0.326884595550815	-0.298864555060936	-0.252090897901634	-0.00837613293197405	0.0123470482187171	0.010319505372349	0.0172240614125685	0.0190685375304934	-0.00144626943468593	9	0	90	47	43	0	0.130470519877375	.	chr4	139436456	AC097376.2,RF01225	AC097376.2,RF01225	HAVANA,ENSEMBL	9	0.248940251781781	0.18287094140765	0.309237721161715	0.996981600741554	0.884504225925225
chr4.96742838	4.0548451260112e-05	0.000104957310670207	3.31128568584138e-05	0.167495133087899	0.326082473074311	0.423563732565437	0.352124631218197	0.00713345665931768	-0.0175952912193294	-0.0139298854954712	-0.0274663300924218	-0.0136993575989257	-0.00269082013932459	10	0	88	17	71	1	0.519654038252949	.	chr4	96742838	LINC02267	LINC02267	HAVANA	11	0.12212309771249	0.119360487729834	0.213523532484036	0.989301751942141	0.884309195059666
chr4.77008779	0.000413708243257867	0.000380447197766257	0.000126152468514207	0.705364839712246	0.335660372058851	0.0340138951685939	0.36701708905139	0.00485309628763039	-0.00198581020659172	-0.0141189253212396	-0.0223876851221275	-0.00567268182898815	-0.000628392374528483	13	0	86	12	74	0	0.217368551069918	.	chr4	77008779	SEPT11	SEPT11	HAVANA	13	0.307872127505569	0.189344986547513	0.320137781259603	0.999952590254861	0.887667236468641
chr4.151719034	4.50118699842959e-05	0.000105480844641053	1.16706682460238e-05	0.830894204373491	0.761769631063449	-0.309411370027892	-0.268598264844461	-0.00754639473515986	0.0122555069680178	0.0106175701752	0.00526659462800144	0.00952925995259828	-0.000271425031458886	4	0	93	41	52	2	0.670708356766028	.	chr4	151719034	GATB	GATB	HAVANA	6	0.129630480549712	0.119404724328376	0.156029528421249	0.999952590254861	0.973037097401772
chr4.145346234	3.0245076644081e-07	3.90750661791071e-05	3.09253837514401e-05	0.00166421040839473	0.147982437561056	0.0463581473208097	0.35751635308887	0.000838735518012744	-0.00256724538067281	-0.0148426702065674	-0.0228680904999369	-0.0307950492626458	-0.00516457140819444	12	0	85	39	46	2	0.720004127433412	.	chr4	145346234	.	LINC02266	HAVANA	14	0.013423983308998	0.0747402542269452	0.210870646097172	0.76411895894256	0.794300452689177
chr4.1358592	0.000150040464075077	0.000470142491046663	0.000159742233082341	0.126958109182155	0.328936702457328	0.0183931648602628	0.354681473669275	0.00680590973571048	0.000270873782419928	-0.0135549057766474	0.0203799667662359	-0.000549089728008801	0.0025454573440367	7	0	91	17	74	1	0.420237340617482	.	chr4	1358592	UVSSA,AC078852.1	UVSSA,AC078852.2,AC078852.1	HAVANA,HAVANA,HAVANA	8	0.214922901097884	0.205067608585078	0.342738712149234	0.985103197375559	0.885176423746203
chr4.98489575	6.42003909892946e-05	0.000180669239919139	1.86918569762054e-05	0.647804058226584	0.833366739967307	0.162464589380971	0.417243338568675	0.00628985665732723	-0.00579528392160689	-0.0159037091059407	0.00864436097517521	0.00226779254563737	-0.00072193454544961	5	0	93	46	47	1	0.670708356766028	.	chr4	98489575	TSPAN5	TSPAN5	HAVANA	6	0.151251062400714	0.145138475919858	0.183343698761482	0.999952590254861	0.981855350172173
chr4.40888796	3.13922784396172e-05	0.000939175978327851	9.30986346325318e-05	0.0410249535081913	0.982411035676168	-0.201719584267086	-0.162816413831329	-0.00268465276003707	0.00792863439322041	0.0062655574323336	0.00155332568225711	0.000786975640745549	0.00177248362610608	0	0	98	17	81	1	0.999999999999961	.	chr4	40888796	APBB2	APBB2	HAVANA	1	0.109795803826525	0.255104894757042	0.287598667670931	0.953783968878509	0.99841455973306
chr4.1502200	0.000120432490402933	5.17467298611891e-05	3.28100662706254e-05	0.814780090995173	0.182035850125286	-0.279045292281858	0.219690160450368	0.000965732853208347	0.0111924949542212	-0.00964848015247781	0.0036813152132937	-0.0315706398618071	0.000483344625766676	11	0	82	27	55	6	0.536883644780425	.	chr4	1502200	.	.	.	17	0.19972356051223	0.0871586159320653	0.213523532484036	0.999952590254861	0.818361710892471
chr4.1238027	0.000145012608375589	2.98181054798507e-05	4.94846312545045e-05	0.52757638184639	0.0818092309629525	-0.00556876208835723	0.315409766837995	0.00297638937393334	0.00102105483474341	-0.0127466962624984	0.0177655700874974	-0.0191335465007025	-0.00102092120093109	19	0	79	39	40	1	0.294424805350446	.	chr4	1238027	CTBP1	CTBP1	HAVANA	20	0.212156155363786	0.0665317186547454	0.238633902134131	0.999952590254861	0.721211791479796
chr4.38627250	2.89352253910812e-05	0.000592765281149084	0.000105544897655209	0.0364484383477324	0.587094904748953	0.358032202835559	0.420761789363466	0.00504522961051591	-0.0130592680625432	-0.0159191336966799	0.0167818065235221	0.000751429691076949	-0.00385517126247097	18	0	81	49	32	0	0.33288034400457	.	chr4	38627250	KLF3-AS1	KLF3-AS1	HAVANA	18	0.106021864248952	0.220782764627683	0.301079834033644	0.948598259982785	0.947031718558261
chr4.186372164	0.00053577764667539	0.00168210584126344	0.000209445985003177	0.458718959503211	0.854336387003734	0.148268042594914	0.0810952097703917	0.00325610566494609	-0.0057789085102378	-0.0032023407231518	-5.37927381562569e-05	-0.00307797674002886	0.00046038649370823	0	0	98	6	92	1	0.292929292929288	.	chr4	186372164	F11-AS1	F11-AS1	HAVANA	1	0.330633736879274	0.312343084334503	0.364206649488747	0.999648588187554	0.984495132990999
chr4.5893389	6.51304493766581e-05	8.05063240803733e-05	1.72370326207833e-05	0.816509222522606	0.435835914109391	-0.00667788504933675	-0.270733669288625	-0.00350438175071394	0.000382398408869057	0.0109938976185321	0.00541376669129847	0.0158490987399825	0.000286669145971689	2	40	56	0	96	1	0.508367920739053	.	chr4	5893389	.	CRMP1,C4orf50	HAVANA,HAVANA	3	0.152350868079383	0.10692523298497	0.17551723142345	0.999952590254861	0.916280261188357
chr4.9505583	0.000488883186627299	0.00122985923696303	0.000137948181745854	0.992428002054599	0.909840596403933	0.303201065242971	0.802253610819444	0.0137813694992693	-0.0112808843571545	-0.0305614939645376	-0.0015078358925271	-0.0142270330816774	-3.21028864172004e-05	17	1	81	9	73	0	0.630122448696589	.	chr4	9505583	.	.	.	17	0.321831723472814	0.280191343116767	0.326868216646801	0.999952590254861	0.990913236174916
chr4.104582183	0.000361864003065945	0.00025849127691301	0.000102887423812982	0.84293996008229	0.276209712285412	-0.27834799282108	0.142523301885341	-0.00090716679304155	0.0100064832531639	-0.00629519964663433	-0.0247474917390959	-0.0212064524423211	-0.000344677278839228	5	0	93	41	52	1	0.871942138742356	.	chr4	104582183	CXXC4-AS1	CXXC4-AS1	HAVANA	6	0.295235784670697	0.165978752818388	0.299907668495296	0.999952590254861	0.866653754142664
chr4.1981004	0.000217625609162495	0.000450077436076554	7.54651197255862e-05	0.522261185038015	0.597746060041072	-0.449134791091657	-0.253530566657503	-0.00953119159374842	0.0170071297849504	0.00982965545115986	-0.0124080917362822	0.00457730224732541	-0.00113005041555903	7	0	91	24	67	1	0.469269312739973	.	chr4	1981004	NSD2	NSD2,NELFA	HAVANA,HAVANA	8	0.24528494403832	0.201629358084084	0.276300853014194	0.999952590254861	0.948837928775274
chr4.127918322	2.75622868768939e-05	4.45715070229771e-05	9.01078527647972e-06	0.506027088439536	0.449815963937978	0.078409336081726	0.344342775879786	0.00353264497379665	-0.00232904136575864	-0.0129591312644495	0.0142718500060959	0.00641699370568959	-0.000841614543623365	9	0	89	38	51	1	0.104985862809862	.	chr4	127918322	MFSD8	MFSD8	HAVANA	10	0.104111107513325	0.0808564362014542	0.134667769253876	0.999952590254861	0.919443228536161
